The_Pragmatic_Programmer:_Your_Journey_to_Mastery 9780135957059
Clean_Code:A_Handbook_of_Agile_Software_Craftsmanship 9780132350884
Introduction_to_Algorithms(CLRS) 9780262033848
Design_Patterns:_Elements_of_Reusable_Object-Oriented_Software 9780201633610
The_Clean_Coder:_A_Code_of_Conduct_for_Professional_Programmers 9780137081073
Refactoring:_Improving_the_Design_of_Existing_Code 9780134757599
Head_First_Design_Patterns 9780596007126
Code_Complete:_A_Practical_Handbook_of_Software_Construction 9780735619678
The_Mythical_Man-Month:_Essays_on_Software_Engineering 9780201835953
Structure_and_Interpretation_of_Computer_Programs 9780262510875
Designing_Data-Intensive_Applications 9781449373320
Clean_Architecture:_A_Craftsman's_Guide_to_Software_Structure 9780134494166
Domain-Driven_Design:_Tackling_Complexity_in_the_Heart_of_Software 9780321125217
Patterns_of_Enterprise_Application_Architecture 9780321127426
Working_Effectively_with_Legacy_Code 9780131177055
Cracking_the_Coding_Interview 9780984782857
Elements_of_Programming_Interviews_in_Python 9781537713946
The_Art_of_Computer_Programming_Vol_1:_Fundamental_Algorithms 9780201896831
Algorithm_Design_Manual 9781848000698
Introduction_to_the_Theory_of_Computation 9781133187790
Compilers:Principles_Techniques_and_Tools(Dragon_Book) 9780321486813
Modern_Operating_Systems 9780133591620
Operating_System_Concepts 9781118063330
Computer_Networking:_A_Top-Down_Approach 9780133594140
TCP/IP_Illustrated_Volume_1:_The_Protocols 9780321336316
Advanced_Programming_in_the_UNIX_Environment 9780321637734
The_Linux_Programming_Interface 9781593272203
Unix_and_Linux_System_Administration_Handbook 9780134277554
Site_Reliability_Engineering:_How_Google_Runs_Production_Systems 9781491929124
The_DevOps_Handbook 9781942788003
The_Phoenix_Project 9780988262591
Continuous_Delivery 9780321601919
Accelerate:_The_Science_of_Lean_Software_and_DevOps 9781942788331
Effective_Java 9780134685991
Java_Concurrency_in_Practice 9780321349606
Fluent_Python 9781491946008
Python_Crash_Course 9781593279288
Automate_the_Boring_Stuff_with_Python 9781593279929
The_C_Programming_Language 9780131103627
C++_Primer 9780321714114
Effective_C++ 9780321334879
JavaScript:_The_Good_Parts 9780596517748
You_Don't_Know_JS:Up&_Going 9781491924464
Eloquent_JavaScript 9781593279509
The_Go_Programming_Language 9780134190440
The_Rust_Programming_Language 9781593278281
Programming_in_Haskell 9781316626221
Seven_Languages_in_Seven_Weeks 9781934356593
Artificial_Intelligence:A_Modern_Approach 9780136042594
Deep_Learning(Ian_Goodfellow) 9780262035613
Hands-On_Machine_Learning_with_Scikit-Learn_and_TensorFlow 9781492032649
Pattern_Recognition_and_Machine_Learning 9780387310732
The_Hundred-Page_Machine_Learning_Book 9781999579500
Mining_of_Massive_Datasets 9781107077232
Speech_and_Language_Processing 9780131873216
Computer_Vision:_Algorithms_and_Applications 9781848829343
Database_System_Concepts 9780073523323
SQL_Performance_Explained 9783950307825
Seven_Databases_in_Seven_Weeks 9781680502534
High_Performance_MySQL 9781449314286
NoSQL_Distilled 9780321826626
Designing_Distributed_Systems 9781491983645
Building_Microservices 9781491950357
Kubernetes:_Up_and_Running 9781492046530
Docker_Deep_Dive 9781521822807
Cloud_Native_Patterns 9781617294297
The_Web_Application_Hacker's_Handbook 9781118026472
Hacking:_The_Art_of_Exploitation 9781593271442
Applied_Cryptography 9781119096726
Security_Engineering 9780470068526
Black_Hat_Python 9781593275907
Metasploit:_The_Penetration_Tester's_Guide 9781593272883
Practical_Malware_Analysis 9781593272906
Social_Engineering:_The_Science_of_Human_Hacking 9781119433385
Ghost_in_the_Wires 9780316037709
Code:The_Hidden_Language_of_Computer_Hardware_and_Software 9780735611313
Computer_Organization_and_Design(RISC-V_Edition) 9780128122754
Digital_Design_and_Computer_Architecture 9780123944245
The_Art_of_Electronics 9780521809269
Make:_Electronics 9781680450262
Programming_Pearls 9780201657883
Hackers:_Heroes_of_the_Computer_Revolution 9781449388393
The_Soul_of_a_New_Machine 9780316491976
Innovators:_How_a_Group_of_Hackers_Geniuses_and_Geeks_Created_the_Digital_Revolution 9781476708690
Superintelligence:_Paths_Dangers_Strategies 9780199678112
Life_3.0:_Being_Human_in_the_Age_of_Artificial_Intelligence 9781101946596
Gödel_Escher_Bach:_An_Eternal_Golden_Braid 9780465026562
Don't_Make_Me_Think_Revisited 9780321965516
The_Design_of_Everyday_Things 9780465050659
Sprint:_How_to_Solve_Big_Problems_and_Test_New_Ideas_in_Just_Five_Days 9781501121746
Hooked:_How_to_Build_Habit-Forming_Products 9781591847786
Zero_to_One 9780804139298
The_Lean_Startup 9780307887894
Measure_What_Matters 9780525536222
Soft_Skills:_The_Software_Developer's_Life_Manual 9781617292392
Peopleware:_Productive_Projects_and_Teams 9780321934116
Managing_Humans 9781430243144
Grokking_Algorithms 9781617292231
Release_It!:_Design_and_Deploy_Production-Ready_Software 9781680502398
Game_Programming_Patterns 9780990582908
